Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
PTC Therapeutics Limited,_,PTC Therapeutics Limited,PTC Therapeutics Limited,,,Miscellaneous,PTC Therapeutics Limited,United Kingdom,,PTC Therapeutics Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,1696.8,,,
PTC Therapeutics Limited,,,,PTC Therapeutics Limited,,,PTC Therapeutics Limited,United Kingdom,,PTC Therapeutics Limited,,XX,Undefined,Research & Development,Research & Development,90938.58,,,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,12.83,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,54
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,20258.24,,,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,62.39,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,612
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,270734.47,,,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,30.94,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,354
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Fees,821260.5,,,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,39.24,
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,195
Pfizer Ltd,_,Pfizer Ltd,Pfizer Ltd,,,Miscellaneous,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,99026.38,,,
Pfizer Ltd,,,,"Pfizer Ltd,Pfizer Ltd",,,Pfizer Ltd,United Kingdom,,Pfizer Ltd,,XX,Undefined,Research & Development,Research & Development,20570008.48,,,
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,49,
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,24
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Registration Fees,6918,,,
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,53,
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,26
Pharma Mar SA,_,Pharma Mar SA,Pharma Mar SA,,,Miscellaneous,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,14827,,,
Pharma Mar SA,,,,"Pharma Mar SA,Pharma Mar SA",,,Pharma Mar SA,United Kingdom,,Pharma Mar SA,,XX,Undefined,Research & Development,Research & Development,25037.15,,,
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,0.01,
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,1
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,350,,,
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,0.01,
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,1
Pierre Fabre Ltd,_,Pierre Fabre Ltd,Pierre Fabre Ltd,,,Miscellaneous,Pierre Fabre Ltd,United Kingdom,,Pierre Fabre Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,340.46,,,
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,12,
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,2
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Fees,9884,,,
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,6,
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,1
Profile Pharma Ltd,_,Profile Pharma Ltd,Profile Pharma Ltd,,,Miscellaneous,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,465.25,,,
Profile Pharma Ltd,,,,Profile Pharma Ltd,,,Profile Pharma Ltd,United Kingdom,,Profile Pharma Ltd,,XX,Undefined,Research & Development,Research & Development,43006,,,
RB,_,RB,RB,,,Miscellaneous,RB,United Kingdom,,RB,,XX,Undefined,Fee for service and consultancy,Fees,0,,18.5,
RB,_,RB,RB,,,Miscellaneous,RB,United Kingdom,,RB,,XX,Undefined,Fee for service and consultancy,Fees,0,,,5
RB,_,RB,RB,,,Miscellaneous,RB,United Kingdom,,RB,,XX,Undefined,Fee for service and consultancy,Fees,3160,,,
RB,,,,RB,,,RB,United Kingdom,,RB,,XX,Undefined,Research & Development,Research & Development,25513.86,,,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,16.74,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,72
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,6625.1,,,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,69.13,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,159
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,25229.34,,,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,42.12,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,,203
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Fees,452113.12,,,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,72.6,
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,265
Roche Products Limited,_,Roche Products Limited,Roche Products Limited,,,Miscellaneous,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,157965.83,,,
Roche Products Limited,,,,Roche Products Limited,,,Roche Products Limited,United Kingdom,,Roche Products Limited,,XX,Undefined,Research & Development,Research & Development,20104462.96,,,
Rosemont Pharmaceuticals Ltd,_,Rosemont Pharmaceuticals Ltd,Rosemont Pharmaceuticals Ltd,,,Miscellaneous,Rosemont Pharmaceuticals Ltd,United Kingdom,,Rosemont Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,25,
Rosemont Pharmaceuticals Ltd,_,Rosemont Pharmaceuticals Ltd,Rosemont Pharmaceuticals Ltd,,,Miscellaneous,Rosemont Pharmaceuticals Ltd,United Kingdom,,Rosemont Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
Rosemont Pharmaceuticals Ltd,_,Rosemont Pharmaceuticals Ltd,Rosemont Pharmaceuticals Ltd,,,Miscellaneous,Rosemont Pharmaceuticals Ltd,United Kingdom,,Rosemont Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,3581,,,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,30.8,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,41
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,22306.67,,,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,54.2,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,39
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,34950,,,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,77.9,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,67
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,49320.25,,,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,96.6,
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,28
Sandoz Ltd,_,Sandoz Ltd,Sandoz Ltd,,,Miscellaneous,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,14813.79,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,1
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,780,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,53.8,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,7
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,23966.67,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,100,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,3
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,2750,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,44.4,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,,8
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,218861.83,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,100,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Fees,8.5,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,100,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,1
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,7326.94,,,
Sandoz Ltd,,,,Sandoz Ltd,,,Sandoz Ltd,United Kingdom,,Sandoz Ltd,,XX,Undefined,Research & Development,Research & Development,122953.81,,,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,12.4,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,15
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Registration Fees,8311.34,,,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,13.73,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,21
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,39789.27,,,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Fees,0,,25.1,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Fees,0,,,128
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Fees,555284.33,,,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,38.98,
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,92
Sanofi Aventis,_,Sanofi Aventis,Sanofi Aventis,,,Miscellaneous,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,178445.13,,,
Sanofi Aventis,,,,"Sanofi Aventis,Sanofi Aventis",,,Sanofi Aventis,United Kingdom,,Sanofi Aventis,,XX,Undefined,Research & Development,Research & Development,4167143.84,,,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,22.22,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,2
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,1034,,,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,33.33,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,4
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,2234.38,,,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,37.25,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,,19
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,42287,,,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,38.71,
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,12
Santen UK Limited,_,Santen UK Limited,Santen UK Limited,,,Miscellaneous,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,5862.44,,,
Santen UK Limited,,,,Santen UK Limited,,,Santen UK Limited,United Kingdom,,Santen UK Limited,,XX,Undefined,Research & Development,Research & Development,5810.71,,,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,54,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,184
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,65709,,,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,56,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,230
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,91839,,,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,62,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,107
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,291658,,,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,69,
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,52
Servier Laboratories Ltd,_,Servier Laboratories Ltd,Servier Laboratories Ltd,,,Miscellaneous,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,120014,,,
Servier Laboratories Ltd,,,,Servier Laboratories Ltd,,,Servier Laboratories Ltd,United Kingdom,,Servier Laboratories Ltd,,XX,Undefined,Research & Development,Research & Development,9780736,,,
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,86,
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,,37
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Fees,26789.82,,,
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,75,
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,3
Shionogi Limited,_,Shionogi Limited,Shionogi Limited,,,Miscellaneous,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,1167.89,,,
Shionogi Limited,,,,Shionogi Limited,,,Shionogi Limited,United Kingdom,,Shionogi Limited,,XX,Undefined,Research & Development,Research & Development,820868,,,
